code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_registration,target,total_clicks
DDD,2014B,F,North Western Region,Lower Than A Level,30-40%,35-55,1,180,N,-80.0,1,647.0
DDD,2014B,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,Y,-7.0,0,393.0
DDD,2014B,F,South West Region,Lower Than A Level,60-70%,35-55,0,120,Y,-78.0,1,361.0
DDD,2014B,M,South West Region,Lower Than A Level,20-30%,35-55,0,90,N,-79.0,1,0.0
DDD,2014B,F,South West Region,HE Qualification,40-50%,35-55,2,180,Y,-5.0,1,28.0
DDD,2014B,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,-88.0,0,96.0
DDD,2014B,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,-179.0,0,2221.0
DDD,2014B,F,East Midlands Region,Lower Than A Level,10-20,35-55,1,120,N,-73.0,0,1038.0
DDD,2014B,M,Wales,A Level or Equivalent,20-30%,35-55,1,180,N,-79.0,1,484.0
DDD,2014B,M,North Region,A Level or Equivalent,80-90%,0-35,1,100,N,-17.0,0,255.0
DDD,2014B,M,Wales,HE Qualification,30-40%,35-55,0,90,N,-17.0,0,1435.0
DDD,2014B,F,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,-78.0,0,2802.0
DDD,2014B,F,London Region,A Level or Equivalent,20-30%,0-35,1,120,N,-23.0,0,4531.0
DDD,2014B,M,North Western Region,Lower Than A Level,20-30%,35-55,1,90,N,-82.0,0,3089.0
DDD,2014B,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,-25.0,1,102.0
DDD,2014B,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,2,90,N,-53.0,1,233.0
DDD,2014B,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,-64.0,0,4295.0
DDD,2014B,F,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,-74.0,0,2191.0
DDD,2014B,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,-136.0,0,4400.0
DDD,2014B,F,West Midlands Region,Lower Than A Level,50-60%,0-35,1,120,Y,-15.0,0,1371.0
DDD,2014B,F,South West Region,HE Qualification,70-80%,0-35,0,70,N,-29.0,0,718.0
DDD,2014B,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,-22.0,0,175.0
DDD,2014B,M,South West Region,HE Qualification,50-60%,35-55,0,120,N,-267.0,0,1321.0
DDD,2014B,F,Scotland,Lower Than A Level,20-30%,35-55,2,120,N,-24.0,0,0.0
DDD,2014B,F,Wales,Lower Than A Level,20-30%,0-35,0,120,N,-20.0,0,105.0
DDD,2014B,M,London Region,HE Qualification,50-60%,35-55,1,120,N,-22.0,1,0.0
DDD,2014B,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,-102.0,0,2936.0
DDD,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,2,130,N,-15.0,1,1175.0
DDD,2014B,M,Wales,Lower Than A Level,10-20,35-55,0,60,N,-78.0,0,8105.0
DDD,2014B,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,-165.0,0,40.0
DDD,2014B,F,South West Region,Lower Than A Level,40-50%,35-55,1,60,N,-100.0,1,1888.0
DDD,2014B,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,-66.0,1,30.0
DDD,2014B,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,2,120,N,-28.0,0,643.0
DDD,2014B,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,-36.0,0,1190.0
DDD,2014B,M,South Region,HE Qualification,90-100%,35-55,1,60,N,-17.0,0,403.0
DDD,2014B,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,-89.0,0,32.0
DDD,2014B,M,London Region,Lower Than A Level,70-80%,0-35,0,60,Y,-78.0,1,353.0
DDD,2014B,M,Yorkshire Region,HE Qualification,40-50%,35-55,0,60,N,-21.0,0,380.0
DDD,2014B,F,South West Region,Lower Than A Level,10-20,35-55,0,60,N,-17.0,0,653.0
DDD,2014B,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,-82.0,0,2073.0
DDD,2014B,M,North Western Region,A Level or Equivalent,0-10%,0-35,2,60,N,-57.0,1,76.0
DDD,2014B,M,North Western Region,Lower Than A Level,30-40%,0-35,1,120,N,-23.0,1,772.0
DDD,2014B,M,North Western Region,Lower Than A Level,10-20,0-35,1,120,Y,-87.0,1,376.0
DDD,2014B,F,Ireland,Lower Than A Level,70-80%,35-55,0,90,N,-17.0,1,61.0
DDD,2014B,F,North Western Region,A Level or Equivalent,30-40%,35-55,2,60,Y,-66.0,0,1252.0
DDD,2014B,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,-144.0,1,337.0
DDD,2014B,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,-92.0,1,2726.0
DDD,2014B,M,North Region,Post Graduate Qualification,Unknown,35-55,0,120,N,-207.0,1,0.0
DDD,2014B,F,South Region,A Level or Equivalent,Unknown,0-35,0,60,N,-23.0,0,1727.0
DDD,2014B,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,-47.0,0,985.0
DDD,2014B,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,-66.0,1,93.0
DDD,2014B,M,West Midlands Region,Lower Than A Level,20-30%,0-35,1,150,Y,-34.0,0,1007.0
DDD,2014B,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,-25.0,0,591.0
DDD,2014B,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,-119.0,1,0.0
DDD,2014B,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,-23.0,1,623.0
DDD,2014B,F,South Region,A Level or Equivalent,30-40%,0-35,0,90,N,-21.0,1,13.0
DDD,2014B,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,Y,-23.0,1,306.0
DDD,2014B,F,South East Region,Lower Than A Level,80-90%,0-35,0,90,Y,-74.0,1,216.0
DDD,2014B,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,-60.0,0,4403.0
DDD,2014B,M,London Region,HE Qualification,20-30%,0-35,0,60,N,-17.0,1,73.0
DDD,2014B,M,Ireland,Lower Than A Level,10-20,0-35,0,60,N,-17.0,1,165.0
DDD,2014B,F,North Region,Lower Than A Level,80-90%,0-35,0,60,N,-15.0,0,0.0
DDD,2014B,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,-17.0,0,1228.0
DDD,2014B,F,South Region,Lower Than A Level,80-90%,0-35,1,120,Y,-121.0,1,681.0
DDD,2014B,M,Wales,Lower Than A Level,60-70%,0-35,2,120,N,-23.0,0,2920.0
DDD,2014B,F,South West Region,A Level or Equivalent,70-80%,0-35,1,70,Y,-155.0,0,1366.0
DDD,2014B,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,-21.0,0,512.0
DDD,2014B,M,Ireland,HE Qualification,Unknown,35-55,0,60,N,-59.0,0,1976.0
DDD,2014B,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,-51.0,1,2386.0
DDD,2014B,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,-51.0,0,2189.0
DDD,2014B,F,Scotland,HE Qualification,30-40%,0-35,0,60,Y,-108.0,0,984.0
DDD,2014B,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,-25.0,0,451.0
DDD,2014B,M,South Region,A Level or Equivalent,60-70%,35-55,1,300,N,-99.0,1,0.0
DDD,2014B,M,North Region,HE Qualification,0-10%,35-55,0,70,N,-17.0,0,1090.0
DDD,2014B,F,East Midlands Region,Lower Than A Level,50-60%,0-35,2,120,N,-141.0,0,1121.0
DDD,2014B,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,1,120,N,-68.0,0,48.0
DDD,2014B,F,East Anglian Region,Lower Than A Level,30-40%,0-35,2,60,Y,-86.0,0,497.0
DDD,2014B,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,-108.0,0,372.0
DDD,2014B,F,East Midlands Region,Lower Than A Level,60-70%,0-35,1,60,Y,-43.0,1,375.0
DDD,2014B,M,Wales,Lower Than A Level,40-50%,0-35,1,90,N,-182.0,0,344.0
DDD,2014B,M,South Region,Lower Than A Level,80-90%,0-35,0,70,N,-23.0,0,985.0
DDD,2014B,F,Ireland,Lower Than A Level,Unknown,35-55,1,120,N,-165.0,0,493.0
DDD,2014B,M,Ireland,HE Qualification,Unknown,0-35,0,60,N,-22.0,0,911.0
DDD,2014B,F,London Region,Lower Than A Level,80-90%,0-35,3,210,N,-36.0,0,282.0
DDD,2014B,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,-23.0,0,1511.0
DDD,2014B,M,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,-57.0,0,0.0
DDD,2014J,M,London Region,HE Qualification,30-40%,55<=,1,60,N,-38.0,1,656.0
DDD,2014J,F,London Region,HE Qualification,10-20,0-35,2,150,N,-68.0,1,113.0
DDD,2014J,M,South West Region,Lower Than A Level,60-70%,0-35,1,60,N,-131.0,1,510.0
DDD,2014J,M,Scotland,HE Qualification,10-20,0-35,2,90,N,-129.0,0,248.0
DDD,2014J,M,South East Region,A Level or Equivalent,50-60%,35-55,3,60,Y,-29.0,0,464.0
DDD,2014J,M,East Anglian Region,Lower Than A Level,80-90%,35-55,2,60,N,-51.0,0,351.0
DDD,2014J,M,West Midlands Region,Lower Than A Level,30-40%,0-35,1,60,N,-18.0,1,322.0
DDD,2014J,M,South East Region,A Level or Equivalent,60-70%,35-55,1,60,Y,-107.0,0,425.0
DDD,2014J,M,West Midlands Region,Lower Than A Level,70-80%,0-35,1,120,Y,-123.0,1,1355.0
DDD,2014J,F,Wales,A Level or Equivalent,90-100%,35-55,0,120,N,-161.0,1,2067.0
DDD,2014J,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,-129.0,1,389.0
DDD,2014J,F,North Region,Lower Than A Level,0-10%,0-35,1,180,Y,-29.0,1,141.0
DDD,2014J,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,-154.0,0,913.0
DDD,2014J,F,East Midlands Region,HE Qualification,30-40%,35-55,0,60,N,-149.0,0,1179.0
DDD,2014J,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,-161.0,1,0.0
DDD,2014J,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,Y,-51.0,0,405.0
DDD,2014J,M,Wales,Lower Than A Level,90-100%,0-35,2,60,N,-32.0,0,583.0
DDD,2014J,M,South Region,HE Qualification,40-50%,0-35,1,60,N,-96.0,0,701.0
DDD,2014J,F,South West Region,A Level or Equivalent,40-50%,0-35,1,110,Y,4.0,0,177.0
DDD,2014J,F,East Anglian Region,Lower Than A Level,70-80%,35-55,1,60,N,-18.0,0,694.0
DDD,2014J,M,South West Region,Lower Than A Level,40-50%,0-35,1,60,N,-68.0,1,108.0
DDD,2014J,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,-86.0,0,1270.0
DDD,2014J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,90,Y,-99.0,1,0.0
DDD,2014J,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,-59.0,0,1077.0
DDD,2014J,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,-8.0,0,540.0
DDD,2014J,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,-95.0,0,141.0
DDD,2014J,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,1,180,N,-162.0,1,1.0
DDD,2014J,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,-30.0,0,1073.0
DDD,2014J,F,East Midlands Region,Lower Than A Level,60-70%,0-35,1,150,Y,-149.0,0,1728.0
DDD,2014J,M,South Region,Lower Than A Level,80-90%,0-35,2,90,N,-21.0,0,4608.0
DDD,2014J,M,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,-45.0,0,698.0
DDD,2014J,M,West Midlands Region,Lower Than A Level,30-40%,0-35,1,60,N,-16.0,0,393.0
DDD,2014J,F,East Anglian Region,HE Qualification,30-40%,0-35,0,60,N,-43.0,0,809.0
DDD,2014J,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,-51.0,0,1521.0
DDD,2014J,F,South East Region,Lower Than A Level,60-70%,0-35,0,90,N,-43.0,0,283.0
DDD,2014J,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,-59.0,0,1369.0
DDD,2014J,F,South East Region,Lower Than A Level,80-90%,0-35,0,70,N,-151.0,1,139.0
DDD,2014J,M,East Anglian Region,Lower Than A Level,70-80%,0-35,1,60,N,-35.0,0,950.0
DDD,2014J,F,London Region,HE Qualification,30-40%,35-55,0,120,N,-157.0,1,0.0
DDD,2014J,F,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,60,N,-144.0,0,112.0
DDD,2014J,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,-58.0,0,1025.0
DDD,2014J,M,South Region,HE Qualification,70-80%,0-35,1,90,N,-25.0,1,83.0
DDD,2014J,M,Scotland,A Level or Equivalent,0-10%,0-35,0,270,N,-103.0,1,0.0
DDD,2014J,M,South West Region,A Level or Equivalent,70-80%,35-55,1,60,N,-50.0,0,1157.0
DDD,2014J,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,-136.0,0,548.0
DDD,2014J,M,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,-22.0,0,876.0
DDD,2014J,F,East Anglian Region,HE Qualification,70-80%,35-55,0,120,N,-162.0,0,1805.0
DDD,2014J,M,South Region,A Level or Equivalent,50-60%,35-55,1,60,N,-44.0,1,0.0
DDD,2014J,M,East Anglian Region,Lower Than A Level,30-40%,0-35,2,60,N,-92.0,0,1553.0
DDD,2014J,F,Scotland,A Level or Equivalent,60-70%,0-35,2,60,Y,-30.0,1,792.0
DDD,2014J,M,East Anglian Region,Lower Than A Level,60-70%,0-35,1,120,N,-44.0,1,342.0
DDD,2014J,M,Wales,HE Qualification,50-60%,35-55,0,60,N,-123.0,0,2893.0
DDD,2014J,F,North Western Region,Lower Than A Level,70-80%,0-35,1,60,N,-39.0,0,673.0
DDD,2014J,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,-89.0,1,0.0
DDD,2014J,F,North Western Region,A Level or Equivalent,10-20,35-55,1,60,Y,-153.0,1,1988.0
DDD,2014J,F,South West Region,HE Qualification,40-50%,35-55,0,120,Y,-9.0,1,1810.0
DDD,2014J,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,-86.0,0,1414.0
DDD,2014J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,-143.0,0,377.0
DDD,2014J,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,-107.0,0,1655.0
DDD,2014J,M,London Region,A Level or Equivalent,80-90%,35-55,0,60,Y,-32.0,0,2770.0
DDD,2014J,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,-144.0,0,403.0
DDD,2014J,F,East Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,-45.0,0,2110.0
DDD,2014J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,-93.0,0,2275.0
DDD,2014J,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,-32.0,0,236.0
DDD,2014J,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,-28.0,1,188.0
DDD,2014J,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,2,90,N,-17.0,0,878.0
DDD,2014J,M,Yorkshire Region,HE Qualification,60-70%,0-35,1,60,N,-28.0,0,678.0
DDD,2014J,M,South East Region,A Level or Equivalent,0-10%,0-35,1,60,N,-38.0,0,581.0
DDD,2014J,M,Wales,Lower Than A Level,30-40%,35-55,0,60,N,-60.0,0,26.0
DDD,2014J,F,Scotland,HE Qualification,80-90%,0-35,0,120,N,-68.0,1,659.0
DDD,2014J,F,North Western Region,Lower Than A Level,30-40%,35-55,0,120,Y,-161.0,1,821.0
DDD,2014J,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,-96.0,0,2457.0
DDD,2014J,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,-43.0,0,861.0
DDD,2014J,M,South West Region,Lower Than A Level,60-70%,0-35,1,60,N,-155.0,0,1328.0
DDD,2014J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,-80.0,0,591.0
DDD,2014J,M,South Region,A Level or Equivalent,80-90%,0-35,1,90,Y,-52.0,0,2347.0
DDD,2014J,F,Wales,A Level or Equivalent,0-10%,0-35,0,120,Y,-37.0,0,1056.0
DDD,2014J,M,South East Region,A Level or Equivalent,80-90%,0-35,0,90,N,-149.0,0,343.0
DDD,2014J,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,-156.0,1,457.0
DDD,2014J,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,-120.0,1,2746.0
DDD,2014J,F,West Midlands Region,Lower Than A Level,30-40%,0-35,1,120,N,-86.0,0,1219.0
DDD,2014J,M,South East Region,Lower Than A Level,10-20,0-35,0,90,N,-154.0,0,775.0
DDD,2014J,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,90,N,-30.0,1,479.0
DDD,2014J,F,South Region,A Level or Equivalent,80-90%,0-35,1,120,N,-27.0,1,465.0
DDD,2014J,M,South West Region,HE Qualification,20-30%,0-35,3,60,N,-93.0,0,1045.0
DDD,2014J,M,Scotland,Post Graduate Qualification,60-70%,35-55,2,60,N,-117.0,0,2222.0
DDD,2014J,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,1,180,N,-31.0,1,121.0
DDD,2014J,M,Scotland,HE Qualification,10-20,35-55,0,60,N,-58.0,0,343.0
DDD,2014J,M,North Region,Lower Than A Level,Unknown,35-55,0,60,N,-95.0,0,2576.0
DDD,2014J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,60,Y,-22.0,1,816.0
DDD,2014J,F,South East Region,HE Qualification,90-100%,35-55,0,120,N,-60.0,0,834.0
DDD,2014J,F,Scotland,Post Graduate Qualification,60-70%,35-55,3,60,N,-15.0,0,13721.0
DDD,2014J,M,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,-53.0,0,154.0
DDD,2014J,F,South Region,HE Qualification,60-70%,0-35,0,120,N,-122.0,0,1528.0
DDD,2014J,F,London Region,A Level or Equivalent,40-50%,35-55,0,90,N,-117.0,1,348.0
DDD,2014J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,120,N,-43.0,1,1084.0
DDD,2014J,M,South East Region,Lower Than A Level,20-30%,35-55,0,60,N,-87.0,0,326.0
DDD,2014J,F,South West Region,Lower Than A Level,90-100%,0-35,0,120,N,-161.0,0,3367.0
DDD,2014J,M,North Western Region,HE Qualification,0-10%,35-55,1,60,N,-38.0,0,1244.0
DDD,2014J,M,South Region,HE Qualification,90-100%,35-55,1,150,N,-64.0,0,919.0
DDD,2014J,M,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,-35.0,1,24.0
DDD,2014J,M,South Region,HE Qualification,30-40%,0-35,1,60,N,-16.0,0,629.0
DDD,2014J,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,-60.0,0,1031.0
DDD,2014J,F,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,-147.0,0,4053.0
DDD,2014J,M,Scotland,HE Qualification,90-100%,35-55,0,100,N,-57.0,0,2250.0
DDD,2014J,F,London Region,A Level or Equivalent,10-20,0-35,0,120,Y,-108.0,1,88.0
DDD,2014J,F,Wales,HE Qualification,80-90%,35-55,1,100,N,-96.0,1,198.0
DDD,2014J,F,Scotland,HE Qualification,20-30%,0-35,0,80,N,-15.0,0,917.0
DDD,2014J,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,3,60,Y,-65.0,0,1066.0
DDD,2014J,F,North Region,HE Qualification,Unknown,0-35,1,60,N,-23.0,0,356.0
DDD,2014J,F,South West Region,Lower Than A Level,10-20,0-35,0,60,Y,-56.0,1,213.0
DDD,2014J,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,Y,-29.0,0,1147.0
DDD,2014J,M,Scotland,Lower Than A Level,50-60%,0-35,0,90,N,-30.0,0,300.0
DDD,2014J,M,North Region,A Level or Equivalent,10-20,0-35,1,120,N,-116.0,0,643.0
DDD,2014J,M,London Region,HE Qualification,40-50%,35-55,0,60,N,-53.0,0,2886.0
DDD,2014J,F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,-122.0,0,732.0
DDD,2014J,M,Wales,A Level or Equivalent,90-100%,0-35,1,60,N,-50.0,0,865.0
DDD,2014J,M,South East Region,A Level or Equivalent,60-70%,0-35,2,120,Y,-28.0,1,476.0
DDD,2014J,F,London Region,A Level or Equivalent,30-40%,0-35,3,70,N,-115.0,1,0.0
DDD,2014J,F,South West Region,Lower Than A Level,30-40%,0-35,1,90,Y,-49.0,0,318.0
DDD,2014J,M,Scotland,A Level or Equivalent,10-20,35-55,1,60,N,-101.0,0,1278.0
DDD,2014J,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,-79.0,1,2067.0
DDD,2014J,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,-108.0,0,1067.0
DDD,2014J,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,-51.0,0,485.0
DDD,2014J,M,North Region,HE Qualification,Unknown,0-35,0,120,N,-45.0,0,2453.0
DDD,2014J,M,South East Region,Lower Than A Level,30-40%,35-55,1,90,N,-60.0,1,850.0
DDD,2014J,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,-162.0,0,2470.0
DDD,2014J,M,West Midlands Region,HE Qualification,10-20,0-35,0,60,N,-65.0,1,243.0
DDD,2014J,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,-57.0,0,874.0
DDD,2014J,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,-32.0,1,20.0
DDD,2014J,F,South East Region,Lower Than A Level,0-10%,0-35,0,60,N,-122.0,1,89.0
DDD,2014J,M,South East Region,Lower Than A Level,10-20,0-35,4,60,N,-147.0,0,1040.0
DDD,2014J,F,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,-149.0,1,1.0
DDD,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,-131.0,1,180.0
DDD,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,-162.0,0,4050.0
DDD,2014J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,2,120,Y,-101.0,1,177.0
DDD,2014J,M,Wales,A Level or Equivalent,10-20,0-35,2,120,N,-35.0,0,231.0
DDD,2014J,F,North Western Region,Lower Than A Level,50-60%,0-35,0,120,N,-134.0,1,0.0
DDD,2014J,F,Wales,Lower Than A Level,20-30%,35-55,0,180,N,-131.0,0,2462.0
DDD,2014J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,-32.0,0,552.0
DDD,2014J,M,North Western Region,A Level or Equivalent,40-50%,0-35,1,120,N,-91.0,0,529.0
DDD,2014J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,-128.0,0,163.0
DDD,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,3,60,Y,-28.0,1,5.0
DDD,2014J,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,-35.0,0,7633.0
DDD,2014J,F,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,-79.0,1,39.0
DDD,2014J,M,West Midlands Region,Lower Than A Level,10-20,0-35,1,120,Y,-81.0,1,0.0
DDD,2014J,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,100,Y,-39.0,1,664.0
DDD,2014J,M,South West Region,HE Qualification,60-70%,35-55,3,180,N,-100.0,1,177.0
DDD,2014J,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,120,Y,-141.0,1,1578.0
DDD,2014J,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,-82.0,0,6802.0
DDD,2014J,F,Scotland,HE Qualification,80-90%,35-55,0,60,N,-60.0,0,818.0
DDD,2014J,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,-36.0,1,6.0
DDD,2014J,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,-53.0,0,182.0
DDD,2014J,M,London Region,HE Qualification,30-40%,55<=,0,60,N,-91.0,0,3589.0
DDD,2014J,M,South West Region,Lower Than A Level,0-10%,35-55,0,120,Y,-28.0,1,0.0
DDD,2014J,M,London Region,Lower Than A Level,60-70%,0-35,1,60,N,-142.0,0,1209.0
DDD,2014J,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,-32.0,0,451.0
DDD,2014J,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,120,N,-149.0,0,8690.0
DDD,2014J,F,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,-75.0,1,2.0
DDD,2014J,F,Scotland,A Level or Equivalent,20-30%,0-35,1,60,N,-85.0,0,0.0
DDD,2014J,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,1,60,N,-115.0,0,995.0
DDD,2014J,M,East Midlands Region,HE Qualification,80-90%,0-35,0,90,N,-135.0,0,653.0
DDD,2014J,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,-35.0,0,1448.0
DDD,2014J,F,London Region,Lower Than A Level,50-60%,0-35,2,60,N,-75.0,0,317.0
DDD,2014J,M,North Region,A Level or Equivalent,20-30%,0-35,1,60,N,-99.0,1,88.0
DDD,2014J,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,-57.0,0,635.0
DDD,2014J,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,-88.0,0,335.0
DDD,2014J,M,London Region,A Level or Equivalent,20-30%,0-35,4,120,N,-30.0,1,47.0
DDD,2014J,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,-144.0,0,494.0
DDD,2014J,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,-65.0,0,542.0
DDD,2014J,F,South West Region,Lower Than A Level,40-50%,0-35,0,120,Y,-37.0,0,1399.0
DDD,2014J,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,-39.0,0,1308.0
DDD,2014J,F,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,-53.0,0,1104.0
DDD,2014J,F,South Region,A Level or Equivalent,30-40%,0-35,1,60,N,-66.0,0,446.0
DDD,2014J,F,South Region,Post Graduate Qualification,90-100%,35-55,0,120,N,-52.0,1,9.0
DDD,2014J,M,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,-71.0,0,1446.0
DDD,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,-39.0,0,353.0
DDD,2014J,F,North Western Region,Lower Than A Level,80-90%,0-35,0,150,N,-131.0,1,0.0
DDD,2014J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,-65.0,0,920.0
DDD,2014J,M,North Region,A Level or Equivalent,10-20,0-35,1,60,N,-144.0,0,783.0
DDD,2014J,F,South East Region,A Level or Equivalent,20-30%,35-55,0,120,N,-59.0,1,20.0
DDD,2014J,F,Scotland,HE Qualification,50-60%,0-35,0,60,Y,-101.0,1,229.0
DDD,2014J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,-87.0,1,157.0
DDD,2014J,F,Scotland,A Level or Equivalent,80-90%,0-35,0,90,N,-31.0,0,732.0
DDD,2014J,M,North Western Region,No Formal quals,20-30%,0-35,0,120,N,-29.0,1,769.0
